strike,bid,ask,ltp,iv_nse,oi,volume,option_type,price,iv_model,moneyness,bs_price_atm,abs_error,delta,gamma,vega
27350.0,0.75,0.8,0.75,19.04,4713,8535,CALL,0.775,0.19250649933978314,1.0621812970651172,0.04037886209400732,0.7346211379059927,0.0003493560133468788,2.830365175893539e-06,3.8406593764663577
27400.0,0.75,0.8,0.75,19.51,24761,17162,CALL,0.775,0.1977729277025159,1.0641231275899163,0.026798100755238252,0.7482018992447618,0.000237444996451109,1.975568933205558e-06,2.68074501898018
27450.0,0.7,0.75,0.75,20.1,4964,10250,CALL,0.725,0.2016143313041678,1.0660649581147155,0.017624684933256418,0.7073753150667436,0.0001598483437742607,1.3649019964210206e-06,1.8521015221497412
27500.0,0.7,0.75,0.75,20.69,67388,44991,CALL,0.725,0.20680412115852775,1.0680067886395146,0.011487112325360815,0.7135128876746392,0.00010658977388078989,9.334586142809745e-07,1.266655133413911
27550.0,0.75,0.8,0.75,21.27,1212,1734,CALL,0.775,0.2134309312228755,1.0699486191643137,0.007419560135816683,0.7675804398641833,7.040407309368963e-05,6.319716136722383e-07,0.8575528431396134
27600.0,0.65,0.7,0.7,21.7,32902,16096,CALL,0.675,0.21554998040416265,1.0718904496891128,0.004749300778351673,0.6702506992216484,4.606467183123629e-05,4.2357800629746077e-07,0.5747734799053575
27650.0,0.7,0.75,0.75,22.28,481,495,CALL,0.725,0.22224026425257773,1.073832280213912,0.003012815990540818,0.7219871840094592,2.9856557653361443e-05,2.8107797616605217e-07,0.3814082980792514
27700.0,0.65,0.7,0.7,22.85,20340,8146,CALL,0.675,0.225715963596942,1.075774110738711,0.0018941521067004086,0.6731058478932996,1.917021993855927e-05,1.846723671767549e-07,0.25059086531042024
27750.0,0.65,0.7,0.7,23.42,1135,1660,CALL,0.675,0.23076811553676807,1.0777159412635102,0.0011802253793593565,0.6738197746206407,1.2193953336480122e-05,1.2013861828005035e-07,0.16302190074371642
27800.0,0.6,0.65,0.65,23.81,18369,8115,CALL,0.625,0.23401786376266256,1.0796577717883094,0.0007288397469227825,0.6242711602530773,7.684345182897527e-06,7.739140740775548e-08,0.10501614316417245
27850.0,0.6,0.65,0.65,24.56,883,912,CALL,0.625,0.23899922506196494,1.0815996023131085,0.0004460934590417437,0.6245539065409582,4.797657840389245e-06,4.9369175053254764e-08,0.06699142099811642
27900.0,0.55,0.6,0.6,24.74,24809,30683,CALL,0.575,0.24200260763010534,1.0835414328379076,0.0002706179464764258,0.5747293820535235,2.967749340942139e-06,3.1188570654192e-08,0.04232127972101348
27950.0,0.6,0.65,0.65,25.3,27950,8554,CALL,0.625,0.2489051917798337,1.0854832633627067,0.00016271776494677925,0.6248372822350532,1.8189319177914084e-06,1.9513485757389045e-08,0.026478792446984912
24000.0,1.3,1.35,1.3,29.54,89912,"1,16,550",PUT,1.3250000000000002,0.24154677282017636,0.9320786519035764,0.0022378422534695686,1.3227621577465305,-2.23207868202957e-05,2.1335537319349448e-07,0.28951222321211006
24050.0,1.35,1.4,1.4,28.96,3837,14683,PUT,1.375,0.23624528338718323,0.9340204824283755,0.0038022370886744428,1.3711977629113257,-3.700248195326328e-05,3.443638175684097e-07,0.46728391662122776
24100.0,1.45,1.5,1.5,28.49,9904,27592,PUT,1.475,0.231797150547282,0.9359623129531747,0.006370239228479679,1.4686297607715204,-6.0458071017177595e-05,5.47478740293366e-07,0.7429003773903117
24150.0,1.5,1.55,1.55,27.79,2543,10666,PUT,1.525,0.22631309024434845,0.9379041434779738,0.010525379710113913,1.514474620289886,-9.737145018873239e-05,8.574182576817583e-07,1.163472296425243
24200.0,1.6,1.65,1.6,27.19,13735,42470,PUT,1.625,0.2215882404787132,0.9398459740027729,0.017153179492070514,1.6078468205079295,-0.00015460203373052206,1.3229198177418997e-06,1.7951338737481357
24250.0,1.6,1.65,1.65,26.59,4482,22224,PUT,1.625,0.2151522773700714,0.941787804527572,0.02757632717225178,1.5974236728277482,-0.0002420236341977855,2.011078177535312e-06,2.7289292297484073
24300.0,1.65,1.7,1.7,25.98,13843,38614,PUT,1.6749999999999998,0.2094784170869652,0.9437296350523711,0.04373952530581704,1.6312604746941828,-0.0003736050467547658,3.012437421878136e-06,4.087722011595859
24350.0,1.75,1.8,1.75,25.36,4960,18813,PUT,1.775,0.20446291212496473,0.9456714655771702,0.06845723738740439,1.7065427626125955,-0.0005687665977109901,4.446716949772823e-06,6.03396526112405
24400.0,1.8,1.85,1.75,24.73,17688,54281,PUT,1.8250000000000002,0.19863633576745116,0.9476132961019693,0.10573897742537142,1.7192610225746288,-0.0008540367453949704,6.468919428813346e-06,8.777989593527943
24450.0,1.85,1.9,1.9,24.26,3114,14888,PUT,1.875,0.19275168381312185,0.9495551266267684,0.16120744273600707,1.713792557263993,-0.0012650150361470658,9.275406434853616e-06,12.58624752663254
24500.0,1.9,1.95,1.95,23.62,71201,"1,34,113",PUT,1.9249999999999998,0.18680922264978908,0.9514969571515676,0.24262427459495228,1.6823757254050475,-0.0018486210796286873,1.3109344283857392e-05,17.788703193476664
24550.0,2.0,2.05,2.05,23.04,6269,30524,PUT,2.025,0.18139743672628822,0.9534387876763667,0.36053607687307476,1.6644639231269251,-0.002665573190372972,1.8264735394820956e-05,24.784302693609256
24600.0,2.05,2.1,2.1,22.52,24955,"1,05,391",PUT,2.075,0.17531266371057447,0.9553806182011658,0.5290490741569869,1.5459509258430133,-0.0037929955275944893,2.5088084216531136e-05,34.04323466966731
24650.0,2.15,2.2,2.2,21.84,7540,26897,PUT,2.175,0.1696980666328802,0.957322448725965,0.7667340683094039,1.4082659316905959,-0.005327001005703935,3.3976632943093046e-05,46.10453626445918
24700.0,2.25,2.3,2.3,21.23,41967,"1,06,122",PUT,2.275,0.16396912883157663,0.9592642792507641,1.0976539347383323,1.1773460652616676,-0.00738504272864382,4.5372076680184465e-05,61.567564926136434
24750.0,2.35,2.4,2.35,20.48,7077,44075,PUT,2.375,0.1581288709737477,0.9612061097755632,1.5524938140014797,0.8225061859985203,-0.01010777480526337,5.9748765782464226e-05,81.07598958931825
24800.0,2.4,2.45,2.4,19.85,50275,"1,57,282",PUT,2.425,0.15174135918404558,0.9631479403003623,2.169759760764123,0.255240239235877,-0.013660121302195294,7.759565375529546e-05,105.29329490998587
24850.0,2.6,2.65,2.6,19.26,18497,67749,PUT,2.625,0.14652892680061488,0.9650897708251615,2.996995666563066,0.37199566656306615,-0.01823122800206911,9.939166810961648e-05,134.8693607874538
24900.0,2.8,2.85,2.8,18.7,62196,"2,22,849",PUT,2.825,0.14109124980674081,0.9670316013499606,4.091951951932401,1.266951951932401,-0.024032973932077373,0.00012557476455778984,170.39847050625653
24950.0,2.9,2.95,2.95,18.07,16425,93133,PUT,2.925,0.13475148863968964,0.9689734318747596,5.523624394581361,2.5986243945813614,-0.031296755658349884,0.0001565056423436962,212.37007431291835
25000.0,3.05,3.1,3.1,17.42,"1,27,481","3,31,737",PUT,3.075,0.12863276487605585,0.9709152623995587,7.373069386382895,4.2980693863828945,-0.04026833207044023,0.0001924278931059562,261.1147134813586
25050.0,3.2,3.25,3.25,16.8,20485,"1,09,667",PUT,3.225,0.12236338900415193,0.9728570929243578,9.733894887361885,6.508894887361885,-0.051200632049125394,0.00023342714447802611,316.7485802881499
25100.0,3.3,3.35,3.35,16.08,62551,"2,10,080",PUT,3.325,0.11566186837900319,0.974798923449157,12.71232627255904,9.38732627255904,-0.06434457844524333,0.00027939244051449874,379.12111324542036
25150.0,3.55,3.6,3.6,15.49,23361,97196,PUT,3.575,0.10962977030591065,0.9767407539739561,16.42675469503274,12.851754695032742,-0.0799381602069793,0.0003299835642263989,447.77065546879726
25200.0,3.8,3.85,3.85,14.84,87295,"2,14,281",PUT,3.825,0.10335599997962895,0.9786825844987552,21.006693437208924,17.181693437208924,-0.09819417597532176,0.0003846081508081862,521.8933985083798
25250.0,4.05,4.1,4.05,14.14,41115,"1,20,165",PUT,4.074999999999999,0.09684352638164365,0.9806244150235544,26.591095050049717,22.516095050049717,-0.1192872583414647,0.00044241218592528487,600.3304890156105
25300.0,4.25,4.3,4.3,13.47,80588,"1,98,080",PUT,4.275,0.08989524226643002,0.9825662455483535,33.3260179129843,29.0510179129843,-0.14334094693373456,0.0005022867947634697,681.5772411326878
25350.0,4.55,4.6,4.55,12.8,31828,91168,PUT,4.574999999999999,0.0830913445346655,0.9845080760731526,41.36167313341775,36.78667313341775,-0.17041568913003657,0.0005628931203530446,763.8168950936964
25400.0,5.0,5.05,5.05,12.1,81309,"1,82,852",PUT,5.025,0.07646605515616237,0.9864499065979517,50.848928392090784,45.823928392090785,-0.20049869073519955,0.0006227056383078917,844.9793930886146
25450.0,5.55,5.6,5.6,11.47,32221,89867,PUT,5.574999999999999,0.0696997637558025,0.9883917371227509,61.93539061366573,56.36039061366573,-0.23349650224788077,0.0006800725892743382,922.8233829755421
25500.0,6.35,6.4,6.35,10.91,"1,16,683","3,02,493",PUT,6.375,0.06302514816627303,0.99033356764755,74.76122997734456,68.38622997734456,-0.2692311041710407,0.0007332905029926,995.0373435834675
25550.0,7.55,7.6,7.55,10.37,53515,"1,83,713",PUT,7.574999999999999,0.05645177227145046,0.992275398172349,89.45493960565182,81.87993960565181,-0.307440051497353,0.0007806882348112243,1059.3536179225089
25600.0,9.5,9.55,9.55,9.98,"1,00,254","3,44,842",PUT,9.525,0.050111290941444876,0.9942172286971481,106.12924464491152,96.60424464491152,-0.34778096715122675,0.0008207147298441026,1113.6675046126163
25650.0,12.55,12.6,12.55,9.65,71650,"2,62,073",PUT,12.575,0.043710677458173336,0.9961590592219473,124.87737874466256,112.30237874466256,-0.38984035969588493,0.0008520240346014182,1156.152614276554
25700.0,17.15,17.2,17.15,9.42,"1,29,853","4,91,128",PUT,17.174999999999997,0.03671018924373582,0.9981008897467464,145.7699338913626,128.5949338913626,-0.43314641136000487,0.0008735509988943638,1185.3635931151614
25750.0,23.35,23.45,23.4,9.2,92011,"3,61,572",PUT,23.4,0.02760380731061018,1.0000427202715456,168.85246147460202,145.45246147460202,-0.4771850708213544,0.0008845716875927116,1200.3180985425622
25800.0,32.25,32.35,32.25,9.05,"2,15,444","7,75,318",PUT,32.3,0.011589213960552574,1.0019845507963447,194.14396029326963,161.84396029326962,-0.5214185227747298,0.0008847437077737093,1200.5515210446188
25850.0,44.55,44.65,44.65,8.97,"1,09,880","5,41,284",PUT,44.599999999999994,,1.0039263813211439,221.636334313951,177.03633431395102,-0.5653049199050308,0.0008741233312882287,1186.1402186169428
25900.0,60.55,60.65,60.6,8.91,"2,83,670","13,68,660",PUT,60.599999999999994,,1.0058682118459428,251.2948438304138,190.69484383041382,-0.6083181711667324,0.0008531582744420868,1157.6917191653251
25950.0,80.5,80.6,80.6,8.87,"1,70,521","10,36,891",PUT,80.55,,1.007810042370742,283.05951329642994,202.50951329642993,-0.6499665915345831,0.0008226570675169516,1116.3031565274391
26000.0,104.85,105.1,104.85,8.91,"1,65,667","9,28,231",PUT,104.975,,1.009751872895541,316.8474026155018,211.87240261550178,-0.6898093296735786,0.0007837378821642093,1063.4918318890016
26050.0,134.25,134.45,134.4,8.94,29583,"1,89,550",PUT,134.35,,1.0116937034203402,352.5556006675506,218.2056006675506,-0.7274696876744735,0.0007377612816337392,1001.1039593171693
26100.0,167.8,168.15,168.1,8.97,39351,"1,79,316",PUT,167.97500000000002,,1.0136355339451393,390.0647639548333,222.0897639548333,-0.7626447088558581,0.0006862524625836766,931.2091519120158
26150.0,206.1,206.6,206.1,9.16,6483,35370,PUT,206.35,,1.0155773644699384,429.243001765004,222.89300176500402,-0.795110707746624,0.0006308190786074322,855.9889125764994
26200.0,247.3,247.8,247.3,9.53,12839,51631,PUT,247.55,,1.0175191949947375,469.94990300680365,222.39990300680364,-0.8247247207646695,0.0005730706583744886,777.6272885949736
26250.0,291.4,292.0,291.9,9.75,1652,7054,PUT,291.7,,1.0194610255195367,512.0405082379148,220.34050823791478,-0.8514221383532814,0.0005145450091006961,698.2110049430908
26300.0,337.55,338.25,337.85,10.31,5420,10526,PUT,337.9,,1.0214028560443358,555.3690514581504,217.46905145815037,-0.8752110156276014,0.00045664594013548833,619.6449584117644
26350.0,385.35,386.25,385.95,11.07,636,1259,PUT,385.8,,1.023344686569135,599.7923270974279,213.9923270974279,-0.8961637320370565,0.0004005953013599701,543.5871361902335
26400.0,434.0,435.15,438.6,11.22,1646,2815,PUT,434.575,,1.025286517093934,645.1725748197568,210.59757481975686,-0.9144067723884636,0.0003474008724265222,471.4050432224869
26450.0,483.2,484.7,482.7,12.22,262,535,PUT,483.95,,1.0272283476187332,691.3798146561312,207.4298146561312,-0.9301094311929325,0.0002978402212030446,404.15379894969215
26500.0,532.6,534.0,534.85,13.68,3285,4541,PUT,533.3,,1.0291701781435323,738.2936041501453,204.9936041501453,-0.943472206329733,0.0002524594080590123,342.5743790932873
26550.0,581.3,583.5,587.55,14.08,147,238,PUT,582.4,,1.0311120086683314,785.8042247513877,203.4042247513877,-0.954715558646773,0.00021158444424236423,287.10916408067953
26600.0,632.1,634.85,631.5,15.45,802,524,PUT,633.475,,1.0330538391931305,833.8133344584385,200.33833445843845,-0.9640695869657316,0.000175342771163648,237.93108532458498
26650.0,680.0,684.15,693.2,16.92,53,31,PUT,682.075,,1.0349956697179297,882.2341463595949,200.15914635959484,-0.9717650198916924,0.00014369172312461313,194.98224767584236
26700.0,730.7,733.9,743.55,-,374,118,PUT,732.3,,1.0369375002427288,930.9912077387817,198.6912077387817,-0.9780257729412069,0.00011645094153732179,158.01791384479407
26750.0,778.4,784.35,795.55,-,153,83,PUT,781.375,,1.038879330767528,980.0198620302945,198.64486203029446,-0.9830631755622996,9.333596868198086e-05,126.65208939579732
26800.0,829.85,834.2,851.25,14.57,316,106,PUT,832.0250000000001,,1.040821161292327,1029.2654769262226,197.24047692622253,-0.9870718480288468,7.39906917540031e-05,100.40154764359383
26850.0,878.0,887.4,873.2,16.17,113,11,PUT,882.7,,1.0427629918171262,1078.682517566238,195.9825175662379,-0.9902271095475816,5.8016856407392764e-05,78.72587800752977
26900.0,929.7,933.85,943.95,-,193,52,PUT,931.7750000000001,,1.0447048223419253,1128.2335353779636,196.45853537796347,-0.992683729083326,4.499945086764476e-05,61.061930941860105
