strike,bid,ask,ltp,iv_nse,oi,volume,option_type,price,iv_model,moneyness,bs_price_atm,abs_error,delta,gamma,vega
26950.0,976.75,995.25,-,-,5,-,PUT,986.0,,1.0466466528667244,1177.888132228265,191.88813222826502,-0.9945757889979371,3.4527316404735254e-05,46.85178528321995
27000.0,1029.05,1032.8,1030,20.48,570,96,PUT,1030.925,,1.0485884833915236,1227.6219474260615,196.69694742606157,-0.996017415709667,2.6208822963432116e-05,35.564019271426524
27050.0,1065.7,1103.85,-,24.84,3,-,PUT,1084.775,,1.0505303139163227,1277.4157029166345,192.64070291663438,-0.997104136654406,1.9682832816623958e-05,26.708587660855944
27100.0,1129.3,1138.45,1123.85,-,27,8,PUT,1133.875,,1.0524721444411218,1327.2543305992658,193.3793305992658,-0.9979146434953731,1.462544929407019e-05,19.84597939683553
27150.0,1166.0,1203.6,-,-,2,-,PUT,1184.8,,1.0544139749659207,1377.1261956820745,192.3261956820745,-0.9985127723242219,1.075321454568323e-05,14.591556815277237
27200.0,1230.3,1234.1,1233.1,-,187,32,PUT,1232.1999999999998,,1.0563558054907198,1427.0224216999559,194.82242169995607,-0.9989495475383438,7.82349241146399e-06,10.616075177407698
27250.0,1267.15,1308.25,-,-,1,-,PUT,1287.7,,1.058297636015519,1476.9363163793387,189.23631637933863,-0.9992651730193245,5.632768275225657e-06,7.643375659071271
27300.0,1327.95,1334.9,1337.5,27.2,6,1,PUT,1331.4250000000002,,1.060239466540318,1526.8628928792277,195.43789287922755,-0.9994908890479847,4.013538201000893e-06,5.4461640694874776
27350.0,1367.35,1403.65,-,-,2,-,PUT,1385.5,,1.0621812970651172,1576.7984778920109,191.29847789201085,-0.9996506439866532,2.830365175893539e-06,3.8406593764663577
27400.0,1422.8,1456.2,-,-,4,-,PUT,1439.5,,1.0641231275899163,1626.7403963976358,187.24039639763578,-0.9997625550035489,1.975568933205558e-06,2.68074501898018
27450.0,1476.65,1484.45,1502.05,-,3,1,PUT,1480.5500000000002,,1.0660649581147155,1676.686722248778,196.13672224877791,-0.9998401516562258,1.3649019964210206e-06,1.8521015221497412
27500.0,1524.65,1534.15,1544.65,30.7,35,5,PUT,1529.4,,1.0680067886395146,1726.6360839431363,197.23608394313624,-0.9998934102261192,9.334586142809745e-07,1.266655133413911
27550.0,1527.1,1664.5,-,-,1,-,PUT,1595.8,,1.0699486191643137,1776.5875156579132,180.78751565791322,-0.9999295959269063,6.319716136722383e-07,0.8575528431396134
27600.0,1606.85,1680.85,-,34.79,4,-,PUT,1643.85,,1.0718904496891128,1826.5403446655182,182.6903446655183,-0.9999539353281688,4.2357800629746077e-07,0.5747734799053575
27650.0,1639.4,1704.7,-,-,1,-,PUT,1672.0500000000002,,1.073832280213912,1876.4941074476956,204.4441074476954,-0.9999701434423467,2.8107797616605217e-07,0.3814082980792514
27700.0,1687.5,1791.2,-,-,6,-,PUT,1739.35,,1.075774110738711,1926.4484880507807,187.09848805078082,-0.9999808297800614,1.846723671767549e-07,0.25059086531042024
27750.0,1616.55,1803.2,-,-,3,-,PUT,1709.875,,1.0777159412635102,1976.4032733910208,266.5282733910208,-0.9999878060466635,1.2013861828005035e-07,0.16302190074371642
27800.0,1648.0,1868.75,-,-,6,-,PUT,1758.375,,1.0796577717883094,2026.3583212723497,267.9833212723497,-0.999992315654817,7.739140740775548e-08,0.10501614316417245
27850.0,1742.3,1917.6,-,-,2,-,PUT,1829.9499999999998,,1.0815996023131085,2076.3135377930303,246.36353779303045,-0.9999952023421597,4.9369175053254764e-08,0.06699142099811642
27900.0,1781.95,1961.2,-,-,2,-,PUT,1871.575,,1.0835414328379076,2126.268861584478,254.6938615844781,-0.9999970322506591,3.1188570654192e-08,0.04232127972101348
27950.0,1831.05,2004.5,-,-,4,-,PUT,1917.775,,1.0854832633627067,2176.2242529512623,258.4492529512622,-0.9999981810680822,1.9513485757389045e-08,0.026478792446984912
